FileAddress,tSNR (Averaged Brain ROI),Displacement factor (std of Mutual information),Goasting,dataset
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190226_150008_AE0818_rs_Cup_5_1_1\9,34.80033489259662,0.0074913041136599,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190226_160848_AE0818_rs_Cup_19_1_1\10,33.35356480579787,0.0109268860718334,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190226_160848_AE0818_rs_Cup_19_1_1\8,18.99888681698669,0.0111214913814265,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190226_160848_AE0818_rs_Cup_19_1_1\9,33.40835141247942,0.0115210983589263,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_082748_AE0818_rs_Cup_1_1_2\10,33.87100211016826,0.0105012577175749,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_082748_AE0818_rs_Cup_1_1_2\8,18.867753269188206,0.0125933974577622,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_082748_AE0818_rs_Cup_1_1_2\9,33.98632481448362,0.010090710197988,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_092424_AE0818_rs_Cup_2_1_2\10,34.27147722726082,0.0088857538605854,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_092424_AE0818_rs_Cup_2_1_2\11,34.19066673568482,0.0077627645566193,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_092424_AE0818_rs_Cup_2_1_2\9,19.06621095728244,0.0070453711030068,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_102154_AE0818_rs_Cup_3_1_2\10,34.28607780377876,0.0114083700096005,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_102154_AE0818_rs_Cup_3_1_2\8,18.958455869110345,0.004655775342641,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_102154_AE0818_rs_Cup_3_1_2\9,34.41752556687138,0.0108392382735164,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_120532_AE0818_rs_Cup_4_1_2\10,34.01682990824286,0.0098266333771403,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_120532_AE0818_rs_Cup_4_1_2\8,18.815047644057,0.0095309025034155,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_120532_AE0818_rs_Cup_4_1_2\9,34.009957654293565,0.0095062634769949,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_125917_AE0818_rs_Cup_5_1_2\14,34.901201175087394,0.0115584642656485,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_125917_AE0818_rs_Cup_5_1_2\15,34.87106468615332,0.0066634306819478,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_125917_AE0818_rs_Cup_5_1_2\8,19.277084817836545,0.0053772987139956,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_140056_AE0818_rs_Cup_19_1_2\10,34.3623975795995,0.0126861645114676,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_140056_AE0818_rs_Cup_19_1_2\8,19.925080134902085,0.0063989856471976,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190312_140056_AE0818_rs_Cup_19_1_2\9,34.395529598761385,0.0162859720933833,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_081012_AE0818_rs_Cup_1_1_3\10,32.62643319869798,0.016450310246765,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_081012_AE0818_rs_Cup_1_1_3\11,32.48748218058349,0.0137189989825014,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_081012_AE0818_rs_Cup_1_1_3\9,18.729295876133243,0.0045330887877733,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_091901_AE0818_rs_Cup_2_1_3\11,33.896921209628054,0.0093513823195157,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_091901_AE0818_rs_Cup_2_1_3\8,19.09980625640669,0.0207810063175768,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_091901_AE0818_rs_Cup_2_1_3\9,34.02469355665286,0.0115436360392847,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_101323_AE0818_rs_Cup_4_1_3\10,33.313576260246094,0.0143590601983242,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_101323_AE0818_rs_Cup_4_1_3\11,33.10067396282087,0.0173543213667568,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_101323_AE0818_rs_Cup_4_1_3\8,18.759376951832163,0.0126673324352496,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_110622_AE0818_rs_Cup_19_1_3\10,33.38465991685801,0.0117178868070876,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_110622_AE0818_rs_Cup_19_1_3\8,19.015048414843985,0.0047177899525775,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_110622_AE0818_rs_Cup_19_1_3\9,33.65595549824504,0.0094831373891005,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_115731_AE0818_rs_Cup_3_1_3\11,33.22068586549179,0.0086919478057512,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_115731_AE0818_rs_Cup_3_1_3\12,33.19726080475046,0.0134326779511663,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_115731_AE0818_rs_Cup_3_1_3\8,18.765958525366987,0.0073458397168784,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_125557_AE0818_rs_Cup_5_1_3\10,33.686439852626265,0.0089375906160412,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_125557_AE0818_rs_Cup_5_1_3\8,18.91836058583795,0.0133888504231588,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190403_125557_AE0818_rs_Cup_5_1_3\9,33.658228714280945,0.0096910177622224,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190416_174125_AE0818_rs_Cup_3_1_4\10,25.283386682011137,0.1355313909768816,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190416_174125_AE0818_rs_Cup_3_1_4\8,17.481124944870018,0.1257396549379928,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190416_174125_AE0818_rs_Cup_3_1_4\9,24.32374260739231,0.1367651261528741,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_100522_AE0818_rs_Cup_2_1_4\10,34.19147703462246,0.0149685417415517,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_100522_AE0818_rs_Cup_2_1_4\11,34.02797945169726,0.0150453944349738,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_100522_AE0818_rs_Cup_2_1_4\9,19.35863362473855,0.0029365568111276,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_110230_AE0818_rs_Cup_5_1_4\10,33.323830794077686,0.0358187613824703,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_110230_AE0818_rs_Cup_5_1_4\11,33.92603053494169,0.021261272276416,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_110230_AE0818_rs_Cup_5_1_4\9,18.742061257491777,0.0025241869253063,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_115136_AE0818_rs_Cup_4_1_4\10,34.324500339452555,0.0053056397688086,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_115136_AE0818_rs_Cup_4_1_4\8,20.20491443715521,0.041260033801533,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_115136_AE0818_rs_Cup_4_1_4\9,34.25824002592044,0.0202759950854243,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_123512_AE0818_rs_Cup_19_1_4\10,34.167465738218375,0.0133917585307873,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_123512_AE0818_rs_Cup_19_1_4\11,34.310301484806246,0.0069505966681891,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_123512_AE0818_rs_Cup_19_1_4\9,19.2631921509627,0.0102190133982516,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_150938_AE0818_rs_Cup_1_1_5\8,18.32200523827402,0.1348083361600648,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190417_150938_AE0818_rs_Cup_1_1_5\9,32.73105923557111,0.0343375048905453,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_082135_AE0818_rs_Cup_1_1_6\13,18.57180781992105,0.0302239111418126,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_082135_AE0818_rs_Cup_1_1_6\16,33.72798950389959,0.0082295878547888,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_094631_AE0818_rs_Cup_2_1_5\10,32.48324699309322,0.0092397019582551,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_094631_AE0818_rs_Cup_2_1_5\8,19.63076052105978,0.0458411458608006,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_094631_AE0818_rs_Cup_2_1_5\9,33.06293856697725,0.0113574888458728,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_104333_AE0818_rs_Cup_3_1_5\10,34.29223217755013,0.0107204713337898,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_104333_AE0818_rs_Cup_3_1_5\8,19.264878851195697,0.0064280161281757,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_104333_AE0818_rs_Cup_3_1_5\9,34.032187856722715,0.0146391151319104,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_113156_AE0818_rs_Cup_4_1_5\10,34.65578636362907,0.014463368786129,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_113156_AE0818_rs_Cup_4_1_5\8,19.73899709803617,0.003144469029152,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_113156_AE0818_rs_Cup_4_1_5\9,34.57545243916655,0.0132592504953271,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_123034_AE0818_rs_Cup_5_1_5\10,34.12821941901226,0.0099783687632993,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_123034_AE0818_rs_Cup_5_1_5\8,19.90570629234553,0.0112449714833298,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_123034_AE0818_rs_Cup_5_1_5\9,33.782952382263936,0.0120638774354112,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_141831_AE0818_rs_Cup_19_1_5\10,33.999278238734426,0.0136120993815779,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_141831_AE0818_rs_Cup_19_1_5\8,19.38956961125493,0.0082918046989164,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20190508_141831_AE0818_rs_Cup_19_1_5\9,33.53631893404865,0.0290165124478865,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_092612_AE0818_rs_Cup_16_1_1\7,18.79851833674549,0.01719450497603,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_092612_AE0818_rs_Cup_16_1_1\8,30.931356264301705,0.0172601084865714,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_123823_AE0818_rs_Cup_2_1_6\11,19.096282622968477,0.0046913088931962,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_123823_AE0818_rs_Cup_2_1_6\12,31.662837194827546,0.0196881001829383,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_123823_AE0818_rs_Cup_2_1_6\13,31.53872498024328,0.0177733129459625,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_141604_AE0818_rs_Cup_1_1_7\14,31.92733742119253,0.0256865763476496,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_141604_AE0818_rs_Cup_1_1_7\15,32.31461984994546,0.0090257945974438,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_141604_AE0818_rs_Cup_1_1_7\8,18.512960438980645,0.0198305758915937,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_151132_AE0818_rs_Cup_4_1_6\10,31.53802059801192,0.0207229924150789,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_151132_AE0818_rs_Cup_4_1_6\11,31.109363703344567,0.0131572510620626,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_151132_AE0818_rs_Cup_4_1_6\9,18.93339178246137,0.0028545517509146,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191105_083143_AE0818_rs_Cup_5_1_6\6,19.03808284711388,0.0554452413254391,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191105_083143_AE0818_rs_Cup_5_1_6\7,23.430050217388796,0.1262705729086372,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191105_083143_AE0818_rs_Cup_5_1_6\8,23.074761181702865,0.1111734610818101,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191106_132441_AE0818_rs_Cup_17_1_2\10,32.050874188404215,0.010219677324465,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191106_132441_AE0818_rs_Cup_17_1_2\8,19.381380715288877,0.0076233961564447,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191106_132441_AE0818_rs_Cup_17_1_2\9,32.106008589327274,0.0159507945531143,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191106_141812_AE0818_rs_Cup_18_1_2\10,31.551944912737824,0.0251123595521022,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191106_141812_AE0818_rs_Cup_18_1_2\8,17.827519452237247,0.1735510229205199,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191106_141812_AE0818_rs_Cup_18_1_2\9,31.424014280503,0.0234208114858888,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_102042_AE0818_rs_Cup_19_1_7\10,30.15331073330845,0.0391011651711591,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_102042_AE0818_rs_Cup_19_1_7\8,19.513180031539733,0.0863506680399367,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_102042_AE0818_rs_Cup_19_1_7\9,27.76087521494134,0.1030729435118082,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_112135_AE0818_rs_Cup_3_1_7\10,27.591646028579344,0.058354758951652,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_112135_AE0818_rs_Cup_3_1_7\8,17.917927342986655,0.0448044548967883,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_112135_AE0818_rs_Cup_3_1_7\9,27.903673704777475,0.0522158660557703,False,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221115_092900_aRi008_1_1_1\7,15.4459144561498,0.3239633808796626,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221115_121244_aRi016_1_1_1\7,15.058264370768423,0.2657042974476448,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221116_125918_aRi002_1_1_1\7,15.924453590000343,0.2727339430611648,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221117_094100_aRi005_1_1_1\7,15.747486782927592,0.2858188807159371,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_093214_aRi007_1_1_1\7,16.041918022473652,0.2896583617183048,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_120755_aRi010_1_1_1\7,14.662866478142352,0.2568128214384333,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_134533_aRi004_1_1_1\7,14.72418570704278,0.2643069620280568,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_155515_aRi014_1_1_1\7,14.96076305130006,0.2697960637161751,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221121_093642_aRi018_1_1_1\9,15.954452038708538,0.2016111023035666,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221121_120051_aRi017_1_1_1\10,14.534320944317749,0.2466244139391378,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221122_120345_aRi020_1_1_1\8,15.112107703330803,0.2544711719895087,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230111_094030_aRi022_1_1_1\7,16.28570987160341,0.2227606976461826,False,117_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230111_124903_aRi021_1_1_1\8,18.381155163075952,0.1967100498895158,False,117_m_Ri
