Path,validation_adam,validation_giovanna,validation_joanes,validation_pboehmsturm,validation_Susanne,dataset_name,SequenceType
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_134533_aRi004_1_1_1_23.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_134533_aRi004_1_1_1_24.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_134533_aRi004_1_1_1_25.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_134533_aRi004_1_1_1_26.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_134533_aRi004_1_1_1_27.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_134533_aRi004_1_1_1_28.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_155515_aRi014_1_1_1_29.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_155515_aRi014_1_1_1_30.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_155515_aRi014_1_1_1_31.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_155515_aRi014_1_1_1_32.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_155515_aRi014_1_1_1_33.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221118_155515_aRi014_1_1_1_34.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221121_093642_aRi018_1_1_1_35.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221121_093642_aRi018_1_1_1_36.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221121_093642_aRi018_1_1_1_37.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221121_093642_aRi018_1_1_1_38.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221121_120051_aRi017_1_1_1_39.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221121_120051_aRi017_1_1_1_40.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221121_120051_aRi017_1_1_1_41.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221121_120051_aRi017_1_1_1_42.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221122_120345_aRi020_1_1_1_43.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221122_120345_aRi020_1_1_1_44.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221122_120345_aRi020_1_1_1_45.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20221122_120345_aRi020_1_1_1_46.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_094030_aRi022_1_1_1_47.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_094030_aRi022_1_1_1_48.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_124903_aRi021_1_1_1_49.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_124903_aRi021_1_1_1_50.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_124903_aRi021_1_1_1_51.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_124903_aRi021_1_1_1_52.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_143537_aRi025_1_1_1_53.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_143537_aRi025_1_1_1_54.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_143537_aRi025_1_1_1_55.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230111_143537_aRi025_1_1_1_56.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230112_123947_aRi030_1_1_1_57.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230112_123947_aRi030_1_1_1_58.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230112_123947_aRi030_1_1_1_59.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230112_123947_aRi030_1_1_1_60.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230113_090316_aRi024_1_1_1_61.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230113_090316_aRi024_1_1_1_62.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230113_090316_aRi024_1_1_1_63.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230113_090316_aRi024_1_1_1_64.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230220_125241_aRi043_1_1_1_65.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230220_125241_aRi043_1_1_1_66.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230220_125241_aRi043_1_1_1_67.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230220_125241_aRi043_1_1_1_68.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230221_125550_aRi037_1_1_1_69.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230221_125550_aRi037_1_1_1_70.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230221_125550_aRi037_1_1_1_71.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\anat_20230221_125550_aRi037_1_1_1_72.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,anat
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221115_092900_aRi008_1_1_1_1.png,TRUE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221115_121244_aRi016_1_1_1_2.png,TRUE,FALSE,FALSE,TRUE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221116_125918_aRi002_1_1_1_3.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221117_094100_aRi005_1_1_1_4.png,TRUE,TRUE,FALSE,TRUE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221118_093214_aRi007_1_1_1_5.png,TRUE,TRUE,FALSE,TRUE,TRUE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221118_120755_aRi010_1_1_1_6.png,FALSE,TRUE,FALSE,FALSE,TRUE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221118_134533_aRi004_1_1_1_7.png,TRUE,TRUE,FALSE,TRUE,TRUE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221118_155515_aRi014_1_1_1_8.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221121_093642_aRi018_1_1_1_9.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221121_120051_aRi017_1_1_1_10.png,TRUE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20221122_120345_aRi020_1_1_1_11.png,FALSE,TRUE,FALSE,FALSE,TRUE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20230111_094030_aRi022_1_1_1_12.png,TRUE,FALSE,FALSE,TRUE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20230111_124903_aRi021_1_1_1_13.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20230111_143537_aRi025_1_1_1_14.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20230112_123947_aRi030_1_1_1_15.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20230113_090316_aRi024_1_1_1_16.png,FALSE,TRUE,FALSE,FALSE,TRUE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20230220_125241_aRi043_1_1_1_17.png,TRUE,FALSE,FALSE,FALSE,TRUE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\diff_20230221_125550_aRi037_1_1_1_18.png,TRUE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,diff
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221115_092900_aRi008_1_1_1_1.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221115_121244_aRi016_1_1_1_2.png,FALSE,TRUE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221116_125918_aRi002_1_1_1_3.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221117_094100_aRi005_1_1_1_4.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221118_093214_aRi007_1_1_1_5.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221118_120755_aRi010_1_1_1_6.png,TRUE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221118_134533_aRi004_1_1_1_7.png,FALSE,TRUE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221118_155515_aRi014_1_1_1_8.png,FALSE,TRUE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221121_093642_aRi018_1_1_1_9.png,FALSE,TRUE,FALSE,FALSE,TRUE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221121_120051_aRi017_1_1_1_10.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20221122_120345_aRi020_1_1_1_11.png,FALSE,FALSE,FALSE,FALSE,TRUE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20230111_094030_aRi022_1_1_1_12.png,TRUE,TRUE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20230111_124903_aRi021_1_1_1_13.png,FALSE,TRUE,TRUE,TRUE,TRUE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20230111_143537_aRi025_1_1_1_14.png,FALSE,TRUE,TRUE,TRUE,TRUE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20230112_123947_aRi030_1_1_1_15.png,FALSE,TRUE,TRUE,TRUE,TRUE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20230113_090316_aRi024_1_1_1_16.png,FALSE,FALSE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20230220_125241_aRi043_1_1_1_17.png,FALSE,TRUE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117c_m_Ri\manual_slice_inspection\func_20230221_125550_aRi037_1_1_1_18.png,FALSE,TRUE,FALSE,FALSE,FALSE,117c_m_Ri,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_1.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_2.png,FALSE,FALSE,FALSE,TRUE,TRUE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_3.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_4.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_5.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_6.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_7.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_8.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_201800907_152058_AE0617_6_w00_170907_1_1_9.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_081132_AE0617_18_w07_181017_1_1_10.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_081132_AE0617_18_w07_181017_1_1_11.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_081132_AE0617_18_w07_181017_1_1_12.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_081132_AE0617_18_w07_181017_1_1_13.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_081132_AE0617_18_w07_181017_1_1_14.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_081132_AE0617_18_w07_181017_1_1_15.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_081132_AE0617_18_w07_181017_1_1_16.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_081132_AE0617_18_w07_181017_1_1_17.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_110514_AE0617_27_w07_181017_1_1_18.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_110514_AE0617_27_w07_181017_1_1_19.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_110514_AE0617_27_w07_181017_1_1_20.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_110514_AE0617_27_w07_181017_1_1_21.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_110514_AE0617_27_w07_181017_1_1_22.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_110514_AE0617_27_w07_181017_1_1_23.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\anat_20181017_110514_AE0617_27_w07_181017_1_1_24.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,anat
